name,description,price,duration,create_date,last_update_date,count,successor_id,state_id
Applied DNA Sciences Inc,Morbi a ipsum.,6359.61,269,2021-11-03T10:17:08Z,2022-01-25 09:36:24 UTC,154,,2
Peoples Financial Services Corp. ,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",16930.69,619,2021-12-24T22:49:03Z,2021-12-30 22:36:07 UTC,141,,1
"XG Technology, Inc",Donec semper sapien a libero.,29323.97,59,2021-07-26T14:40:34Z,2021-09-07 15:27:11 UTC,31,,2
"Juniper Pharmaceuticals, Inc.",Proin eu mi. Nulla ac enim.,29175.31,218,2021-08-05T13:37:07Z,2021-10-16 05:52:06 UTC,95,,1
"Bellerophon Therapeutics, Inc.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",27014.27,186,2021-12-12T01:32:38Z,2022-02-12 13:39:41 UTC,58,,2
"Bridgeline Digital, Inc.",Mauris ullamcorper purus sit amet nulla.,13821.17,87,2021-06-01T23:00:08Z,2021-07-21 10:31:32 UTC,226,,2
"Green Bancorp, Inc.",Sed ante. Vivamus tortor.,17637.32,47,2021-08-05T02:50:06Z,2021-09-27 16:24:09 UTC,241,,2
"Amtech Systems, Inc.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",16405.21,482,2021-04-10T03:37:05Z,2021-05-04 23:47:00 UTC,53,,2
Newtek Business Services Corp.,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,17784.51,101,2021-04-11T15:23:07Z,2021-07-02 22:20:15 UTC,221,,1
PIMCO Municipal Income Fund III,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",19216.16,571,2021-11-04T06:42:52Z,2021-12-11 06:14:07 UTC,182,,1
ArcBest Corporation,Cras non velit nec nisi vulputate nonummy.,18072.78,430,2021-10-04T12:54:49Z,2021-12-12 22:42:41 UTC,295,,1
Oil-Dri Corporation Of America,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",17917.74,296,2021-05-19T11:38:48Z,2021-08-20 05:16:56 UTC,58,,1
"Gray Television, Inc.","Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",17982.34,673,2021-08-12T23:54:07Z,2021-08-31 00:30:21 UTC,71,,1
Westinghouse Air Brake Technologies Corporation,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,22604.85,739,2021-11-17T17:06:03Z,2022-02-21 05:58:46 UTC,76,,2
"Digital Turbine, Inc.","Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1806.92,634,2021-06-08T17:04:25Z,2021-06-23 08:40:06 UTC,115,,1
"Ramaco Resources, Inc.","Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",19565.38,160,2021-05-28T04:16:25Z,2021-06-21 02:29:58 UTC,78,,1
"China Green Agriculture, Inc.","Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",2703.59,708,2021-04-29T22:37:06Z,2021-08-06 08:03:02 UTC,189,,1
"Proteon Therapeutics, Inc.",Pellentesque at nulla.,14486.21,570,2021-10-29T02:59:18Z,2021-12-20 14:42:39 UTC,29,,1
NASDAQ TEST STOCK,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2190.68,617,2021-12-29T14:51:49Z,2022-03-29 22:27:40 UTC,229,,1
Thomson Reuters Corp,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",28154.47,434,2021-05-03T16:55:35Z,2021-07-08 03:31:10 UTC,263,,2
"Autodesk, Inc.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",29530.31,532,2021-07-17T11:18:42Z,2021-09-11 06:37:55 UTC,184,,2
Legg Mason Developed EX-US Diversified Core ETF,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3973.95,800,2021-10-26T14:35:14Z,2021-12-19 18:49:52 UTC,142,,1
Citigroup Inc.,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,19277.15,29,2021-08-24T14:01:44Z,2021-09-19 19:30:35 UTC,223,,1
AngloGold Ashanti Limited,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3095.74,115,2021-11-15T09:12:04Z,2022-01-31 14:33:12 UTC,96,,2
National Storage Affiliates Trust,Etiam justo.,22542.34,377,2021-05-03T13:27:49Z,2021-07-09 11:15:12 UTC,199,,2
Pembina Pipeline Corp.,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,16343.3,738,2021-07-18T04:29:14Z,2021-07-24 23:36:22 UTC,143,,1
"Ekso Bionics Holdings, Inc.","Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",9608.18,384,2021-12-22T23:00:07Z,2022-02-19 11:27:50 UTC,105,,1
Halliburton Company,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,16774.77,721,2021-06-22T02:35:21Z,2021-09-18 04:57:31 UTC,295,,2
Rayonier Advanced Materials Inc.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",25841.78,334,2021-06-26T11:53:00Z,2021-07-09 13:18:20 UTC,275,,1
MTGE Investment Corp.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",4536.91,983,2021-03-13T18:59:52Z,2021-06-17 13:01:23 UTC,228,,2
Cimpress N.V,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",16114.26,845,2022-01-11T00:30:33Z,2022-02-23 00:39:19 UTC,33,,2
Amplify Online Retail ETF,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",20308.83,28,2021-03-21T15:29:15Z,2021-05-03 07:06:20 UTC,243,,2
Sony Corp Ord,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",9671.85,226,2021-07-28T09:38:38Z,2021-08-20 14:51:06 UTC,46,,1
HealthSouth Corporation,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",20821.5,270,2021-05-31T14:43:18Z,2021-08-14 23:33:47 UTC,225,,1
"Chuy's Holdings, Inc.",Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,21414.94,617,2021-08-14T04:51:13Z,2021-09-13 16:51:18 UTC,94,,1
"Comfort Systems USA, Inc.",In quis justo.,18378.77,127,2021-03-07T08:39:49Z,2021-03-22 17:39:02 UTC,42,,2
Texas Pacific Land Trust,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",17775.83,764,2022-01-18T06:59:07Z,2022-04-25 08:31:12 UTC,157,,1
ICON plc,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,27663.16,238,2021-08-21T16:22:33Z,2021-10-10 14:03:46 UTC,196,,1
"Mid-America Apartment Communities, Inc.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",13670.78,156,2021-05-06T19:05:58Z,2021-06-17 03:18:48 UTC,182,,1
iShares MSCI USA ESG Optimized ETF,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",11556.49,904,2021-12-13T09:50:15Z,2022-03-09 05:54:11 UTC,228,,1
Universal Technical Institute Inc,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12086.76,651,2022-01-06T18:11:30Z,2022-02-05 18:06:43 UTC,130,,2
UNIVERSAL INSURANCE HOLDINGS INC,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,17173.62,715,2021-10-14T22:24:36Z,2021-11-21 22:17:19 UTC,40,,2
LaSalle Hotel Properties,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",1674.71,31,2021-05-28T22:53:47Z,2021-08-19 21:50:13 UTC,149,,2
"Shell Midstream Partners, L.P.","Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",24645.3,209,2021-08-30T04:08:22Z,2021-10-01 12:48:22 UTC,59,,1
ClearSign Combustion Corporation,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,29367.88,620,2021-08-02T05:55:01Z,2021-10-03 14:36:13 UTC,144,,1
Managed Duration Investment Grade Municipal Fund,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",2387.31,921,2021-03-25T12:48:27Z,2021-05-06 12:55:03 UTC,106,,2
"Evertec, Inc.","Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",13891.5,780,2021-10-08T23:50:48Z,2021-12-16 00:46:13 UTC,254,,2
"Coeur Mining, Inc.","Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",20882.16,591,2021-11-09T04:12:27Z,2022-01-29 18:56:12 UTC,136,,2
"Depomed, Inc.",Fusce posuere felis sed lacus.,4938.41,721,2021-09-09T02:16:09Z,2021-10-10 12:20:18 UTC,290,,2
"Acadia Healthcare Company, Inc.",Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,26957.33,72,2021-04-02T14:55:42Z,2021-06-13 00:18:52 UTC,37,,1
"Speedway Motorsports, Inc.",Nulla tellus.,25743.35,481,2021-08-27T10:09:59Z,2021-10-03 23:17:28 UTC,256,,1
The Charles Schwab Corporation,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,14655.95,731,2021-09-25T12:03:14Z,2021-10-12 20:48:02 UTC,8,,2
Harmony Merger Corp.,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",8775.74,616,2021-10-24T23:30:36Z,2021-12-15 11:57:42 UTC,25,,2
PBF Energy Inc.,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,5409.64,611,2021-04-11T14:12:44Z,2021-05-21 02:33:42 UTC,222,,2
MV Oil Trust,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,12948.01,929,2021-08-13T02:43:14Z,2021-08-14 16:06:56 UTC,295,,1
GP Investments Acquisition Corp.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",25710.42,802,2021-12-31T05:59:54Z,2022-02-16 20:59:40 UTC,101,,1
Banco Bradesco Sa,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",21860.18,533,2021-08-15T09:18:23Z,2021-10-28 03:51:06 UTC,98,,2
Tekla Healthcare Opportunies Fund,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,1099.91,630,2021-04-16T18:50:28Z,2021-07-11 14:32:40 UTC,173,,1
Tata Motors Ltd,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",5310.18,3,2021-09-17T07:19:14Z,2021-12-16 16:24:18 UTC,142,,2
"Rogers Communication, Inc.",Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,8248.92,891,2021-11-26T04:15:01Z,2022-03-05 16:12:48 UTC,20,,1
Comp En De Mn Cemig ADS,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,8751.73,572,2021-08-06T09:45:55Z,2021-10-29 20:39:50 UTC,208,,1
Actua Corporation,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",26097.89,377,2022-01-27T13:00:03Z,2022-04-26 08:10:46 UTC,36,,1
QuickLogic Corporation,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",16928.54,813,2021-06-16T01:26:04Z,2021-08-24 12:56:22 UTC,32,,1
"United Dominion Realty Trust, Inc.",Etiam faucibus cursus urna.,8155.56,821,2021-12-28T23:59:52Z,2022-03-25 05:31:18 UTC,53,,1
"Recro Pharma, Inc.","Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4296.06,909,2021-03-03T06:47:38Z,2021-04-28 06:57:54 UTC,138,,2
Electrum Special Acquisition Corporation,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,17494.13,525,2022-01-26T04:27:11Z,2022-04-18 11:09:22 UTC,42,,1
"PNC Financial Services Group, Inc. (The)","Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",24194.17,724,2022-01-15T21:09:35Z,2022-02-06 05:57:08 UTC,125,,2
"Match Group, Inc.","Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",16448.01,601,2021-09-16T11:09:30Z,2021-11-24 07:08:27 UTC,33,,1
"Royal Bancshares of Pennsylvania, Inc.",Sed vel enim sit amet nunc viverra dapibus.,23128.12,341,2021-08-04T09:41:44Z,2021-11-09 23:13:59 UTC,278,,2
Umpqua Holdings Corporation,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,29254.22,492,2021-12-14T08:05:07Z,2022-01-25 03:40:31 UTC,213,,2
"Continental Building Products, Inc.","Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",12930.44,500,2021-05-23T18:18:27Z,2021-07-28 02:10:38 UTC,289,,2
"Perma-Fix Environmental Services, Inc.",Fusce consequat. Nulla nisl. Nunc nisl.,7327.8,299,2021-10-30T17:21:02Z,2021-11-11 11:14:01 UTC,241,,2
"Stock Yards Bancorp, Inc.","Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",22640.64,659,2021-05-20T09:20:39Z,2021-06-08 22:35:44 UTC,287,,2
"Aclaris Therapeutics, Inc.",Proin eu mi. Nulla ac enim.,17732.13,119,2021-05-04T12:53:02Z,2021-07-19 08:29:10 UTC,86,,1
PowerShares KBW High Dividend Yield Financial Portfolio,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,9768.35,805,2021-06-02T07:47:23Z,2021-08-01 16:42:11 UTC,166,,2
"Gevo, Inc.",Etiam pretium iaculis justo.,7505.28,749,2021-06-02T05:34:29Z,2021-09-01 00:21:09 UTC,300,,2
First Trust Nasdaq Retail ETF,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",17382.92,536,2021-10-13T20:09:41Z,2021-10-30 06:58:27 UTC,106,,2
"Dycom Industries, Inc.","Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",22273.79,982,2021-08-11T09:27:51Z,2021-09-03 21:50:35 UTC,202,,1
Kemper Corporation,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",21173.28,579,2021-07-29T10:29:40Z,2021-09-28 17:52:48 UTC,172,,2
"Popular, Inc.",In hac habitasse platea dictumst.,15919.48,626,2021-05-24T23:24:37Z,2021-09-02 07:21:38 UTC,59,,2
"J. Jill, Inc.",Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,15536.91,261,2021-06-23T20:43:53Z,2021-08-23 19:16:53 UTC,184,,2
"Hartford Financial Services Group, Inc. (The)","Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",21467.44,782,2021-08-14T01:46:48Z,2021-08-23 20:59:09 UTC,43,,2
MFS Intermediate Income Trust,Sed ante.,18218.66,395,2022-01-29T13:40:48Z,2022-05-06 16:01:44 UTC,32,,1
UMB Financial Corporation,In quis justo. Maecenas rhoncus aliquam lacus.,29546.12,353,2021-10-16T23:32:19Z,2022-01-15 01:36:26 UTC,1,,2
National Research Corporation,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",2173.46,109,2021-03-11T09:56:58Z,2021-06-07 14:34:43 UTC,41,,2
Senior Housing Properties Trust,Pellentesque at nulla.,21924.97,487,2021-04-27T11:41:28Z,2021-05-26 14:33:47 UTC,173,,2
"Owens & Minor, Inc.","Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",24509.93,390,2022-02-14T23:14:05Z,2022-03-04 11:59:37 UTC,243,,1
ArcelorMittal,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",12061.46,751,2021-04-17T11:25:54Z,2021-07-26 22:35:39 UTC,279,,2
Nuveen High Income November 2021 Target Term Fund,Duis at velit eu est congue elementum.,26910.73,621,2021-10-13T16:12:22Z,2021-11-02 09:47:02 UTC,3,,2
Scotts Miracle-Gro Company (The),"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",993.97,132,2021-12-17T07:39:40Z,2021-12-27 07:46:12 UTC,94,,1
"Entergy New Orleans, Inc.",Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,9310.26,406,2021-06-09T23:02:41Z,2021-07-17 17:36:33 UTC,85,,1
ORBCOMM Inc.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",24171.52,708,2021-12-28T02:27:14Z,2022-03-21 02:57:48 UTC,292,,1
Timken Steel Corporation,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",25077.72,746,2021-05-15T14:13:06Z,2021-06-27 00:16:28 UTC,115,,2
Marvell Technology Group Ltd.,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,26405.54,388,2021-05-30T09:25:35Z,2021-06-26 08:42:24 UTC,17,,2
Pembina Pipeline Corp.,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",21573.35,50,2021-06-08T04:02:59Z,2021-08-15 02:24:19 UTC,49,,2
"Alexandria Real Estate Equities, Inc.",Duis consequat dui nec nisi volutpat eleifend.,4179.19,999,2021-11-07T19:46:08Z,2021-12-08 16:26:50 UTC,212,,2
First Trust Rising Dividend Achievers ETF,Morbi a ipsum.,22643.69,620,2021-11-21T02:44:04Z,2021-11-25 19:47:52 UTC,90,,1
"Mid-America Apartment Communities, Inc.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",26449.41,375,2021-07-26T04:15:10Z,2021-10-11 14:28:18 UTC,171,,1
"Conifer Holdings, Inc.",Praesent blandit lacinia erat.,10473.96,327,2021-10-20T16:53:09Z,2021-11-07 15:31:01 UTC,256,,2
Tellurian Inc.,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4041.43,634,2021-09-03T21:18:03Z,2021-11-26 06:53:00 UTC,9,,2
"Care.com, Inc.","Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",35.44,783,2021-07-24T21:51:02Z,2021-09-27 17:28:37 UTC,227,,2
Videocon d2h Limited,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,11533.3,364,2021-03-02T00:38:45Z,2021-03-04 07:09:04 UTC,270,,2
New York Times Company (The),Sed vel enim sit amet nunc viverra dapibus.,11310.32,647,2021-06-22T14:47:56Z,2021-09-16 12:40:39 UTC,256,,1
"Oaktree Capital Group, LLC",Nullam sit amet turpis elementum ligula vehicula consequat.,24553,696,2021-05-03T01:08:37Z,2021-07-26 23:52:14 UTC,177,,2
Oi S.A.,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11877.75,408,2021-11-27T20:28:16Z,2022-02-06 11:37:29 UTC,61,,1
Anworth Mortgage Asset  Corporation,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2725.42,679,2021-12-14T08:53:11Z,2022-01-17 00:20:13 UTC,135,,1
Peoples Financial Services Corp. ,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",25561.46,248,2021-05-08T01:02:58Z,2021-05-27 00:18:51 UTC,286,,1
"Ocean Bio-Chem, Inc.","In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",13182.87,893,2021-06-01T07:23:24Z,2021-07-10 23:28:36 UTC,28,,2
Landmark Infrastructure Partners LP,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",24293.92,858,2021-06-10T18:39:31Z,2021-08-21 14:15:05 UTC,43,,2
"Bellerophon Therapeutics, Inc.",Integer ac leo.,7397.22,980,2021-11-25T04:05:58Z,2022-03-01 15:22:19 UTC,251,,1
"Onvia, Inc.",Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,10044.28,147,2021-05-06T23:25:53Z,2021-06-06 10:40:04 UTC,173,,2
Citigroup Inc.,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",27097.54,57,2021-03-31T01:58:58Z,2021-04-10 23:00:50 UTC,193,,2
"Collegium Pharmaceutical, Inc.","Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",3208.98,129,2021-12-20T16:10:20Z,2022-02-02 11:37:51 UTC,148,,1
QAD Inc.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20474,279,2021-07-11T19:38:08Z,2021-09-25 22:43:14 UTC,194,,2
"Rennova Health, Inc.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",3992.8,675,2021-03-30T07:21:45Z,2021-06-28 10:51:46 UTC,5,,2
"Audentes Therapeutics, Inc.","In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",7677.66,495,2022-01-10T17:27:00Z,2022-02-19 01:11:16 UTC,104,,2
Cumulus Media Inc.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",27221.82,39,2021-04-12T14:52:03Z,2021-07-14 12:52:34 UTC,195,,1
Encore Capital Group Inc,Quisque id justo sit amet sapien dignissim vestibulum.,4888.26,209,2021-03-10T13:07:08Z,2021-03-24 16:27:27 UTC,286,,2
